source,ref_annonce,date_scraped,type_bien,transaction,ville,prix,devise,prix_m2,surface_m2,nb_pieces,nb_chambres,nb_sdb,etage,etat,ascenseur,piscine,parking,agence,vendeur_type,date_publication,titre,url
almanzil.ma,%d9%85%d9%86%d8%b2%d9%84-%d9%85%d8%b3%d8%aa%d9%82%d9%84-100-%d9%85%d8%aa%d8%b1-%d9%85%d8%b1%d8%a8%d8%b9-%d8%a8%d9%88%d8%a7%d8%ac%d9%87%d8%aa%d9%8a%d9%86-%d8%a3%d9%84%d9%8a%d8%a7%d9%86%d8%b3-%d9%85,2026-06-03 02:44,Villa,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #42,https://almanzil.ma/property/%d9%85%d9%86%d8%b2%d9%84-%d9%85%d8%b3%d8%aa%d9%82%d9%84-100-%d9%85%d8%aa%d8%b1-%d9%85%d8%b1%d8%a8%d8%b9-%d8%a8%d9%88%d8%a7%d8%ac%d9%87%d8%aa%d9%8a%d9%86-%d8%a3%d9%84%d9%8a%d8%a7%d9%86%d8%b3-%d9%85/
almanzil.ma,joli-appartement-a-marakesh,2026-06-03 02:44,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #43,https://almanzil.ma/property/joli-appartement-a-marakesh/
almanzil.ma,villa-haut-standing-a-dar-bouazza-700-m%c2%b2-de-terrain,2026-06-03 02:44,Villa,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #44,https://almanzil.ma/property/villa-haut-standing-a-dar-bouazza-700-m%c2%b2-de-terrain/
almanzil.ma,cabinet-medical-a-sale-rez-de-chaussee-a-vendre,2026-06-03 02:44,Villa,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #45,https://almanzil.ma/property/cabinet-medical-a-sale-rez-de-chaussee-a-vendre/
almanzil.ma,un-jolie-appartement-a-essaouira,2026-06-03 02:44,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #46,https://almanzil.ma/property/un-jolie-appartement-a-essaouira/
almanzil.ma,terrain-a-azzemour-44000-m2,2026-06-03 02:44,Villa,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #47,https://almanzil.ma/property/terrain-a-azzemour-44000-m2/
almanzil.ma,joli-appartement-a-vendre-200-metre-carre-bd-zerktouni,2026-06-03 02:44,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #48,https://almanzil.ma/property/joli-appartement-a-vendre-200-metre-carre-bd-zerktouni/
almanzil.ma,appartement-meuble-a-vendre-de-74-m%c2%b2-dont-61-m%c2%b2-habitables,2026-06-03 02:44,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #49,https://almanzil.ma/property/appartement-meuble-a-vendre-de-74-m%c2%b2-dont-61-m%c2%b2-habitables/
almanzil.ma,appartement-meuble-a-vendre-de-46-m%c2%b2,2026-06-03 02:44,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #50,https://almanzil.ma/property/appartement-meuble-a-vendre-de-46-m%c2%b2/
almanzil.ma,appartement-a-vendre-de-75-m%c2%b2,2026-06-03 02:44,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #51,https://almanzil.ma/property/appartement-a-vendre-de-75-m%c2%b2/
almanzil.ma,appartement-a-vendre-de-74-m%c2%b2-dont-71-m%c2%b2-habitables,2026-06-03 02:44,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #52,https://almanzil.ma/property/appartement-a-vendre-de-74-m%c2%b2-dont-71-m%c2%b2-habitables/
almanzil.ma,appartement-a-vendre-de-130-m%c2%b2-dont-110-m%c2%b2-habitables,2026-06-03 02:44,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #53,https://almanzil.ma/property/appartement-a-vendre-de-130-m%c2%b2-dont-110-m%c2%b2-habitables/
almanzil.ma,appartement-a-vendre-de-61-m%c2%b2-2,2026-06-03 02:44,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #54,https://almanzil.ma/property/appartement-a-vendre-de-61-m%c2%b2-2/
almanzil.ma,appartement-a-vendre-de-54-m%c2%b2,2026-06-03 02:44,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #55,https://almanzil.ma/property/appartement-a-vendre-de-54-m%c2%b2/
almanzil.ma,appartement-a-vendre-de-114-m%c2%b2-2,2026-06-03 02:44,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #56,https://almanzil.ma/property/appartement-a-vendre-de-114-m%c2%b2-2/
almanzil.ma,appartement-a-vendre-de-89-m%c2%b2-3,2026-06-03 02:44,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #57,https://almanzil.ma/property/appartement-a-vendre-de-89-m%c2%b2-3/
almanzil.ma,appartement-a-vendre-de-97-m%c2%b2-3,2026-06-03 02:44,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #58,https://almanzil.ma/property/appartement-a-vendre-de-97-m%c2%b2-3/
